Time [s],Pos ECEF X [m],Pos ECEF Y [m],Pos ECEF Z [m],Latitude [deg],Longitude [deg],Altitude [m],Vel ECEF X [m/s],Vel ECEF Y [m/s],Vel ECEF Z [m/s],Vel N [m/s],Vel E [m/s],Vel D [m/s],Roll [deg],Pitch [deg],Yaw [deg]
15,6378137.35525495,537.049993784151,50.4508538656168,0.000456262096049306,0.00482440189741074,0.378066088979552,-0.152529726495843,1.51015422998446,3.69068266610132,3.69068387960799,1.5101670678929,0.152373178476659,-2.91188477917192e-19,0.00232332867360083,23.1561468033017
16,6378138.23655898,539.540202440235,53.9288378934215,0.00048771585227443,0.00484677115126317,1.25960893218322,-0.113802570838375,1.47172057742104,3.47684449764897,3.4768454651789,1.47173019895546,0.113648478710706,-9.70628259723974e-20,0.00216215014552652,20.5561022260426
17,6378138.22391351,542.85302067562,57.2104900298409,0.000517394107647088,0.00487653070749119,1.24727334117406,0.0328019669332758,1.26497078415568,3.44352933061331,3.44352903329136,1.26496798774881,-0.0329407262596029,1.94125651944795e-19,0.00198340106259827,17.7949078011465
18,6378137.06073729,541.598531371704,60.8181558139703,0.000550020830400089,0.00486526232785458,0.0840240807123648,0.184878818939028,1.0366270363299,3.57588570874631,3.57588393296007,1.03661133363606,-0.185001170628285,1.94125651944795e-19,0.00178691940712222,14.8755393969727
19,6378137.10340656,542.380314569505,64.1497197806769,0.00058015047370882,0.00487228517309628,0.12679264192745,-0.0167721856714453,0.725644878005071,3.62941282278947,3.62941299180597,0.725646301644738,0.0166737288930271,-4.85314129861987e-20,0.0015729702023844,11.8042881763267
20,6378138.37189877,541.174609325442,69.0970417255417,0.000624892417304556,0.00486145317200905,1.39523446412623,0.211263659502,0.505284141321197,3.52811886110502,3.52811655629526,0.505266214126445,-0.211345010443729,2.42657064930993e-20,0.00134233900949769,8.59128330752692
21,6378139.126865,539.960442565698,73.9342038387382,0.000668638145706948,0.00485054555470755,2.15015238475037,0.0915853311583881,0.309512543692482,3.49555824813363,3.49555717879477,0.309504789153267,-0.0916523264789386,3.6398559739649e-20,0.001096406054866,5.25085714143258
22,6378136.66893652,541.193807893936,77.027627700388,0.000696614387661162,0.00486162693369969,-0.307634699123025,0.237220491464212,0.397017640167314,3.59222805525465,3.59222517040191,0.396997510248025,-0.237297853173951,0,0.000837184641551736,1.80166456024338
23,6378138.18407247,543.815895298921,80.7867457108683,0.00073061053044918,0.00488518038619192,1.20777109177188,-0.0596380520315849,-0.10497332938828,3.51279345574095,3.51279421604764,-0.104968244118369,0.0596022085025077,0,0.000567308392538723,-1.73352045897533
24,6378135.89963965,542.266675378687,82.7385643342761,0.00074826244878408,0.00487126525427035,-1.07676842943081,0.0368969875539524,-0.637656258088681,3.51563886145406,3.51563838000076,-0.637659392751846,-0.0368886871162663,0,0.000289957017298696,-5.32837539691927
